id,icao,iata,name,city,state,country,elevation,lat,lon,tz,createdAt,updatedAt
13940,KN98,,Boyne City Municipal Airport,Boyne City,Michigan,US,657,45.20830154,-84.99030304,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
13941,KNBC,,Beaufort MCAS - Merritt Field,Beaufort,South-Carolina,US,37,32.47740173,-80.72319794,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13942,KNBG,,New Orleans Nas Jrb/Alvin Callender Field/ Airport,New Orleans,Louisiana,US,2,29.82530022,-90.03500366,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13943,KNBJ,,Barin Nolf Airport,Foley,Alabama,US,54,30.38909912,-87.63529968,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13944,KNCA,,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,North-Carolina,US,26,34.70840073,-77.43969727,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13945,KNDY,DGN,Dahlgren Naval Surface Warfare Center Airport,Dahlgren,Virginia,US,18,38.33250046,-77.03720093,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13946,KNDZ,,Whiting Field Naval Air Station South Airport,Milton,Florida,US,177,30.70439911,-87.02300262,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13947,KNEL,NEL,Lakehurst NAES /Maxfield Field,Lakehurst,New-Jersey,US,101,40.03329849,-74.353302,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13948,KNEN,,Whitehouse Nolf Airport,Jacksonville,Florida,US,99,30.35390091,-81.87190247,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13949,KNEW,,Lakefront Airport,New Orleans,Louisiana,US,8,30.04240036,-90.02829742,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13950,KNFD,,Summerdale Nolf Airport,Summerdale,Alabama,US,149,30.50769997,-87.64550018,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13951,KNFE,,Fentress Naval Auxiliary Landing Field,Fentress,Virginia,US,16,36.69509888,-76.13549805,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13952,KNFG,,Camp Pendleton MCAS (Munn Field) Airport,Oceanside,California,US,78,33.30130005,-117.3550034,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13953,KNFJ,,Choctaw Nolf Airport,Milton,Florida,US,102,30.50690079,-86.95970154,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13954,KNFL,,Fallon Naval Air Station /Van Voorhis Field,Fallon,Nevada,US,3934,39.41659927,-118.7009964,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13955,KNFW,,Fort Worth Nas Jrb/Carswell field,Fort Worth,Texas,US,650,32.76919937,-97.4414978,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13956,KNGP,,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,Texas,US,18,27.69260025,-97.29109955,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13957,KNGS,,Santa Rosa Nolf Airport,Milton,Florida,US,150,30.61079979,-86.94000244,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13958,KNGU,,Norfolk Ns (Chambers Fld) Airport,Norfolk,Virginia,US,17,36.93759918,-76.28929901,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13959,KNGW,,Cabaniss Field Nolf Airport,Corpus Christi,Texas,US,30,27.70030022,-97.43440247,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13960,KNHK,,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,Maryland,US,39,38.2859993,-76.41179657,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13961,KNHL,,Wolf Nolf Airport,Joesphine,Alabama,US,61,30.34609985,-87.54170227,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13962,KNHZ,,Brunswick Naval Air Station,Brunswick,Maine,US,72,43.89220047,-69.93859863,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13963,KNID,,China Lake Naws (Armitage Field) Airport,China Lake,California,US,2283,35.6853981,-117.6920013,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13964,KNIP,,Jacksonville Naval Air Station,Jacksonville,Florida,US,21,30.23579979,-81.68060303,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13965,KNJK,NJK,El Centro Naf Airport,El Centro,California,US,-42,32.82920074,-115.6719971,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13966,KNJM,,Bogue Field Mcalf Airport,Swansboro,North-Carolina,US,21,34.69039917,-77.02970123,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13967,KNJW,,Joe Williams Nolf Airport,Meridian,Mississippi,US,539,32.7961998,-88.83170319,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13968,KNKL,,Holley Nolf Airport,Fort Walton Beach,Florida,US,39,30.4253006,-86.89389801,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13969,KNKT,,Cherry Point MCAS /Cunningham Field/,Cherry Point,North-Carolina,US,29,34.90090179,-76.88069916,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13970,KNKX,,Miramar Marine Corps Air Station,San Diego,California,US,477,32.86840057,-117.1429977,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13971,KNLC,,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,California,US,232,36.33300018,-119.9520035,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13972,KNMM,,Meridian Naval Air Station,Meridian,Mississippi,US,316,32.55210114,-88.55560303,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13973,KNOG,,Orange Grove Naval Auxiliary Landing Field,Orange Grove,Texas,US,257,27.90110016,-98.05169678,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13974,KNOW,,Port Angeles Cgas Airport,Port Angeles,Washington,US,13,48.14149857,-123.4140015,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13975,KNPA,,Pensacola Naval Air Station/Forrest Sherman field,Pensacola,Florida,US,28,30.35269928,-87.31860352,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13976,KNQA,,Millington Regional Jetport Airport,Millington,Tennessee,US,320,35.3567009,-89.87030029,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13977,KNQB,,Silverhill Nolf Airport,,Alabama,US,129,30.56360054,-87.80970001,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13978,KNQI,,Kingsville Naval Air Station,Kingsville,Texas,US,50,27.50720024,-97.80970001,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13979,KNQX,,Key West Nas /Boca Chica Field/ Airport,Key West,Florida,US,6,24.57579994,-81.68890381,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13980,KNRA,,Coupeville Nolf Airport,Coupeville,Washington,US,199,48.18830109,-122.6320038,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13981,KNRB,,Mayport Ns (Adm David L. Mcdonald Field) Airport,Mayport,Florida,US,15,30.39109993,-81.42469788,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13982,KNRN,,Norton Municipal Airport,Norton,Kansas,US,2383,39.85039902,-99.8946991,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13983,KNRQ,,Spencer Nolf Airport,Pace,Florida,US,151,30.62529945,-87.13999939,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13984,KNRS,,Imperial Beach Nolf (Ream Fld) Airport,Imperial Beach,California,US,24,32.56669998,-117.1169968,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13985,KNSE,,Whiting Field Naval Air Station North Airport,Milton,Florida,US,199,30.7241993,-87.02189636,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13986,KNSI,,San Nicolas Island Nolf Airport,San Nicolas Island,California,US,506,33.2397995,-119.4580002,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13987,KNTD,,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,California,US,13,34.12030029,-119.1210022,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13988,KNTU,,Oceana Nas /Apollo Soucek Field/ Station,Virginia Beach,Virginia,US,23,36.8207016,-76.03350067,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13989,KNUC,,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,California,US,184,33.02270126,-118.5879974,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13990,KNUI,,Webster Nolf Airport,St Inigoes,Maryland,US,22,38.14599991,-76.4285965,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13991,KNUN,,Saufley Field Nolf Airport,Pensacola,Florida,US,85,30.46969986,-87.33809662,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13992,KNUQ,,Moffett Federal Airfield,Mountain View,California,US,32,37.41609955,-122.0490036,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13993,KNUW,,Whidbey Island Naval Air Station /Ault Field/ Airport,Oak Harbor,Washington,US,47,48.35179901,-122.6559982,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13994,KNVD,,Nevada Municipal Airport,Nevada,Missouri,US,892,37.85210037,-94.30490112,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13995,KNWL,,Waldron Field Nolf Airport,Corpus Christi,Texas,US,25,27.63500023,-97.31220245,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13996,KNXF,,MCOLF Camp Pendleton (Red Beach) Airport,Oceanside,California,US,89,33.285644,-117.456478,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13997,KNXP,,Twentynine Palms (Self) Airport,Twentynine Palms,California,US,2051,34.2961998,-116.1620026,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
13998,KNXX,,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,Pennsylvania,US,358,40.19979858,-75.14820099,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
13999,KNY0,,Fulton County Airport,Johnstown,New-York,US,881,42.99819946,-74.32959747,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14000,KNY2,,Camillus Airport,Camillus,New-York,US,405,43.08340073,-76.28299713,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14001,KNYG,,Quantico MCAF /Turner field,Quantico,Virginia,US,10,38.50170135,-77.30529785,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14002,KNYL,YUM,Yuma MCAS/Yuma International Airport,Yuma,Arizona,US,213,32.65660095,-114.6060028,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
14003,KNZY,,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14004,KO02,NVN,Nervino Airport,Beckwourth,California,US,4900,39.81850052,-120.3529968,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14005,KO05,,Rogers Field,Chester,California,US,4528,40.28239822,-121.2409973,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14006,KO08,,Colusa County Airport,Colusa,California,US,50,39.17900085,-121.9929962,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14007,KO09,,Round Valley Airport,Covelo,California,US,1434,39.79019928,-123.2659988,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14008,KO11,,Stilwell Cherokee Nation Airport,Stilwell,Oklahoma,US,1084,35.75699997,-94.64990234,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14009,KO15,,Turlock Municipal Airport,Turlock,California,US,159,37.48740005,-120.6969986,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14010,KO16,,Garberville Airport,Garberville,California,US,546,40.08599854,-123.814003,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14011,KO20,,Kingdon Airpark,Lodi,California,US,15,38.09159851,-121.3590012,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14012,KO22,,Columbia Airport,Columbia,California,US,2118,38.03039932,-120.4150009,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14013,KO26,,Lone Pine Airport,Lone Pine,California,US,3680,36.5882988,-118.052002,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14014,KO27,ODC,Oakdale Airport,Oakdale,California,US,237,37.75630188,-120.8000031,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14015,KO28,,Ells Field Willits Municipal Airport,Willits,California,US,2063,39.45130157,-123.3720016,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14016,KO32,,Reedley Municipal Airport,Reedley,California,US,383,36.66630173,-119.4499969,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14017,KO35,,Hollis Municipal Airport,Hollis,Oklahoma,US,1658,34.70840073,-99.90869904,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14018,KO37,,Haigh Field,Orland,California,US,215,39.72119904,-122.1470032,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14019,KO41,,Watts Woodland Airport,Woodland,California,US,125,38.6739006,-121.8720016,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14020,KO42,,Woodlake Airport,Woodlake,California,US,425,36.3987999,-119.1070023,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14021,KO43,EYR,Yerington Municipal Airport,Yerington,Nevada,US,4378,39.0041008,-119.1579971,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14022,KO46,,Weed Airport,Weed,California,US,2938,41.47489929,-122.4530029,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14023,KO47,,Prague Municipal Airport,Prague,Oklahoma,US,1042,35.4822998,-96.71869659,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14024,KO51,,Laverne Municipal Airport,Laverne,Oklahoma,US,2112,36.74449921,-99.90869904,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14025,KO52,,Sutter County Airport,Yuba City,California,US,58,39.12369919,-121.6050034,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14026,KO53,,Medford Municipal Airport,Medford,Oklahoma,US,1092,36.79059982,-97.74900055,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14027,KO54,,Lonnie Pool Field Weaverville Airport,Weaverville,California,US,2350,40.74570084,-122.9219971,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14028,KO57,,Bryant Field,Bridgeport,California,US,6468,38.26240158,-119.2259979,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14029,KO59,,Cedarville Airport,Cedarville,California,US,4623,41.55270004,-120.1660004,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14030,KO61,,Cameron Airpark,Cameron Park,California,US,1286,38.68399811,-120.987999,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14031,KO65,,Christman Airfield,Okeene,Oklahoma,US,1205,36.11249924,-98.30870056,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14032,KO79,,Sierraville Dearwater Airport,Sierraville,California,US,4984,39.58100128,-120.3539963,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14033,KO81,,Tulelake Municipal Airport,Tulelake,California,US,4044,41.88740158,-121.3590012,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14034,KO86,,Trinity Center Airport,Trinity Center,California,US,2390,40.98320007,-122.6940002,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14035,KO88,,Rio Vista Municipal Airport,Rio Vista,California,US,20,38.19340134,-121.7040024,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14036,KO89,,Fall River Mills Airport,Fall River Mills,California,US,3323,41.01879883,-121.4329987,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14037,KOAJ,OAJ,Albert J Ellis Airport,Jacksonville,North-Carolina,US,94,34.82920074,-77.61209869,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14038,KOAK,OAK,Metropolitan Oakland International Airport,Oakland,California,US,9,37.72129822,-122.2210007,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14039,KOAR,OAR,Marina Municipal Airport,Marina,California,US,137,36.68190002,-121.762001,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14040,KOBE,,Okeechobee County Airport,Okeechobee,Florida,US,34,27.26280022,-80.84980011,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14041,KOBI,,Woodbine Municipal Airport,Woodbine,New-Jersey,US,42,39.21920013,-74.7947998,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14042,KOCF,,Ocala International Jim Taylor Field,Ocala,Florida,US,90,29.17259979,-82.22419739,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14043,KOCH,,A L Mangham Jr. Regional Airport,Nacogdoches,Texas,US,355,31.57799911,-94.70950317,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14044,KOCQ,,J. Douglas Bake Memorial Airport,Oconto,Wisconsin,US,604,44.87419891,-87.9095993,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14045,KOCW,,Warren Field,Washington,Georgia,US,38,35.57049942,-77.04979706,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14046,KODO,,Odessa Schlemeyer Field,Odessa,Texas,US,3004,31.92060089,-102.387001,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14047,KODX,,Evelyn Sharp Field,Ord,Nebraska,US,2070,41.62419891,-98.95240021,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14048,KOEA,,O'Neal Airport,Vincennes,Illinois,US,414,38.69139862,-87.55220032,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14049,KOEB,,Branch County Memorial Airport,Coldwater,Michigan,US,959,41.9333992,-85.05259705,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14050,KOEL,,Oakley Municipal Airport,Oakley,Kansas,US,3045,39.10990143,-100.8160019,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14051,KOEO,,L O Simenstad Municipal Airport,Osceola,Wisconsin,US,903,45.31000137,-92.69190216,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14052,KOFF,,Offutt Air Force Base,Omaha,Nebraska,US,1052,41.11830139,-95.91249847,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14053,KOFK,,Karl Stefan Memorial Airport,Norfolk,Nebraska,US,1573,41.98550034,-97.43509674,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14054,KOFP,,Hanover County Municipal Airport,Richmond/Ashland,Virginia,US,207,37.70899963,-77.43669891,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14055,KOGA,,Searle Field,Ogallala,Nebraska,US,3279,41.11949921,-101.7699966,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14056,KOGB,,Orangeburg Municipal Airport,Orangeburg,South-Carolina,US,195,33.45679855,-80.85949707,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14057,KOGD,,Ogden Hinckley Airport,Ogden,Utah,US,4473,41.19589996,-112.012001,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14058,KOGM,,Ontonagon County Schuster Field,Ontonagon,Michigan,US,669,46.84550095,-89.36710358,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
14059,KOGS,OGS,Ogdensburg International Airport,Ogdensburg,New-York,US,297,44.68190002,-75.46549988,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14060,KOIC,,Lt Warren Eaton Airport,Norwich,New-York,US,1025,42.5666008,-75.52410126,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14061,KOIN,,Oberlin Municipal Airport,Oberlin,Kansas,US,2703,39.83390045,-100.5390015,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14062,KOJA,,Thomas P Stafford Airport,Weatherford,Oklahoma,US,1605,35.5447998,-98.66850281,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14063,KOJC,,Johnson County Executive Airport,Olathe,Kansas,US,1096,38.84759903,-94.73760223,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14064,KOKB,,Oceanside Municipal Airport,Oceanside,California,US,28,33.21730042,-117.3539963,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14065,KOKC,OKC,Will Rogers World Airport,Oklahoma City,Oklahoma,US,1295,35.39310074,-97.60070038,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14066,KOKH,,AJ Eisenberg Airport,Oak Harbor,Washington,US,193,48.25149918,-122.6740036,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14067,KOKK,,Kokomo Municipal Airport,Kokomo,Indiana,US,830,40.52819824,-86.05899811,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
14068,KOKM,,Okmulgee Regional Airport,Okmulgee,Oklahoma,US,720,35.66809845,-95.94869995,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14069,KOKS,,Garden County Airport,Oshkosh,Nebraska,US,3394,41.40100098,-102.3550034,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14070,KOKV,,Winchester Regional Airport,Winchester,Virginia,US,726,39.14350128,-78.14440155,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14071,KOKZ,,Kaolin Field,Sandersville,Georgia,US,438,32.96670151,-82.83820343,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14072,KOLD,OLD,Dewitt FieldOld Town Municipal Airport,Old Town,Maine,US,126,44.95280075,-68.67430115,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14073,KOLE,,Cattaraugus County-Olean Airport,Olean,New-York,US,2135,42.24119949,-78.37139893,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14074,KOLF,,L M Clayton Airport,Wolf Point,Montana,US,1986,48.0945015,-105.5749969,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14075,KOLG,,Solon Springs Municipal Airport,Solon Springs,Wisconsin,US,1102,46.31480026,-91.81639862,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14076,KOLM,OLM,Olympia Regional Airport,Olympia,Washington,US,209,46.9693985,-122.9029999,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14077,KOLS,,Nogales International Airport,Nogales,Arizona,US,3955,31.41769981,-110.8479996,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
14078,KOLU,,Columbus Municipal Airport,Columbus,Nebraska,US,1447,41.44800186,-97.34259796,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14079,KOLV,,Olive Branch Airport,Olive Branch,Mississippi,US,402,34.97869873,-89.78690338,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14080,KOLY,,Olney Noble Airport,Olney-Noble,Illinois,US,482,38.72180176,-88.17639923,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14081,KOLZ,,Oelwein Municipal Airport,Oelwein,Iowa,US,1076,42.68080139,-91.97450256,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14082,KOMA,OMA,Eppley Airfield,Omaha,Nebraska,US,984,41.30319977,-95.89409637,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14083,KOMH,,Orange County Airport,Orange,Virginia,US,465,38.24720001,-78.04560089,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14084,KOMK,,Omak Airport,Omak,Washington,US,1305,48.46440125,-119.5179977,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14085,KOMN,,Ormond Beach Municipal Airport,Ormond Beach,Florida,US,29,29.30060005,-81.11360168,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14086,KONA,,Winona Municipal-Max Conrad Field,Winona,Minnesota,US,656,44.07720184,-91.70829773,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14087,KONL,,The O'Neill Municipal John L Baker Field,O'Neill,Nebraska,US,2031,42.46989822,-98.68810272,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14088,KONM,,Socorro Municipal Airport,Socorro,New-Mexico,US,4875,34.02249908,-106.9029999,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14089,KONO,,Ontario Municipal Airport,Ontario,Oregon,US,2193,44.02050018,-117.0139999,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
14090,KONP,,Newport Municipal Airport,Newport,Arkansas,US,160,44.58039856,-124.0579987,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14091,KONT,ONT,Ontario International Airport,Ontario,California,US,944,34.05599976,-117.6009979,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
14092,KONX,,Currituck County Regional Airport,Currituck,North-Carolina,US,18,36.39889908,-76.01629639,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14093,KONY,,Olney Municipal Airport,Olney,Texas,US,1275,33.35089874,-98.81919861,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14094,KONZ,,Grosse Ile Municipal Airport,Detroit/Grosse Ile,Michigan,US,591,42.09909821,-83.16149902,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
14095,KOOA,,Oskaloosa Municipal Airport,Oskaloosa,Iowa,US,841,41.2262001,-92.49389648,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14096,KOPF,,Opa-locka Executive Airport,Miami,Florida,US,8,25.90699959,-80.27839661,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14097,KOPL,,St Landry Parish Ahart Field,Opelousas,Louisiana,US,75,30.5583992,-92.09940338,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14098,KOPN,,Thomaston Upson County Airport,Thomaston,Georgia,US,798,32.95460129,-84.26319885,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14099,KOQN,,Brandywine Airport,West Chester,Pennsylvania,US,466,39.99010086,-75.58190155,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14100,KOQU,,Quonset State Airport,North Kingstown,Rhode-Island,US,18,41.5970993,-71.41210175,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14101,KOQW,,Maquoketa Municipal Airport,Maquoketa,Iowa,US,769,42.05009842,-90.73880005,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14102,KORB,,Orr Regional Airport,Orr,Minnesota,US,1311,48.01589966,-92.85610199,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14103,KORC,,Orange City Municipal Airport,Orange City,Iowa,US,1414,42.99029922,-96.06279755,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
14104,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
