id,icao,iata,name,city,state,country,elevation,lat,lon,tz,createdAt,updatedAt
1,00AK,,Lowell Field,Anchor Point,Alaska,US,450,59.94919968,-151.6959991,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
2,00AL,,Epps Airpark,Harvest,Alabama,US,820,34.8647995,-86.77030182,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
3,00AZ,,Cordes Airport,Cordes,Arizona,US,3810,34.30559921,-112.1650009,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
4,00CA,,Goldstone /Gts/ Airport,Barstow,California,US,3038,35.3504982,-116.8880005,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
5,00CO,,Cass Field,Briggsdale,Colorado,US,4830,40.62220001,-104.3440018,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
6,00FA,,Grass Patch Airport,Bushnell,Florida,US,53,28.64550018,-82.21900177,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
7,00FL,,River Oak Airport,Okeechobee,Florida,US,35,27.23089981,-80.96920013,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
8,00GA,,Lt World Airport,Lithonia,Georgia,US,700,33.76750183,-84.06829834,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
9,00ID,,Delta Shores Airport,Clark Fork,Idaho,US,2064,48.14530182,-116.2139969,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
10,00IL,,Hammer Airport,Polo,Illinois,US,840,41.97840118,-89.56040192,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
11,00IS,,Hayenga's Cant Find Farms Airport,Kings,Illinois,US,820,40.02560043,-89.12290192,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
12,00KS,,Hayden Farm Airport,Gardner,Kansas,US,1100,38.72779846,-94.93049622,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
13,00KY,,Robbins Roost Airport,Stanford,Kentucky,US,1265,37.40940094,-84.61969757,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
14,00LS,,Lejeune Airport,Esterwood,Louisiana,US,12,30.13629913,-92.42939758,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
15,00MD,,Slater Field,Federalsburg,Maryland,US,45,38.75709915,-75.75379944,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
16,00MN,,Battle Lake Municipal Airport,Battle Lake,Minnesota,US,1365,46.29999924,-95.70030212,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
17,00MO,,Cooper Flying Service Airport,Alba,Missouri,US,970,37.20280075,-94.41239929,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
18,00MT,,Sands Ranch Airport,Havre,Montana,US,2600,48.53749847,-109.7050018,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
19,00NC,,North Raleigh Airport,Louisburg,North Carolina,US,348,36.08520126,-78.37139893,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
20,00NY,,Weiss Airfield,West Bloomfield,New York,US,1000,42.90010071,-77.49970245,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
21,00OH,,Exit 3 Airport,Wauseon,Ohio,US,785,41.59090042,-84.14219666,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
22,00PN,,Ferrell Field,Mercer,Pennsylvania,US,1301,41.2995,-80.211111,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
23,00PS,,Thomas Field,Loysville,Pennsylvania,US,815,40.37779999,-77.36530304,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
24,00SC,,Flying O Airport,Sumter,South Carolina,US,150,34.00939941,-80.26719666,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
25,00TN,,Ragsdale Road Airport,Manchester,Tennessee,US,1100,35.51589966,-85.95359802,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
26,00TS,,Alpine Range Airport,Everman,Texas,US,670,32.60760117,-97.24199677,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
27,00VA,,Vaughan Airport,Alton,Virginia,US,551,36.57600021,-78.9991684,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
28,00VI,,Groundhog Mountain Airport,Hillsville,Virginia,US,2680,36.66329956,-80.49949646,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
29,00WA,,Howell Airport,Longbranch,Washington,US,150,47.17839813,-122.7720032,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
30,00WI,,Northern Lite Airport,Waupaca,Wisconsin,US,860,44.3042984,-89.05010223,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
31,00WN,,Hawks Run Airport,Asotin,Washington,US,2900,46.25,-117.2490005,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
32,00WV,,Lazy J. Aerodrome,Beverly,West Virginia,US,2060,38.82889938,-79.8660965,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
33,00XS,,L P Askew Farms Airport,O'Donnell,Texas,US,3110,33.03340149,-101.9339981,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
34,01AL,,Ware Island Airport,Clanton,Alabama,US,344,32.94599915,-86.51390076,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
35,01CL,,Swansboro Country Airport,Placerville,California,US,2594,38.79990005,-120.7340012,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
36,01FA,,Rybolt Ranch Airport,Orlando,Florida,US,55,28.58939934,-81.14420319,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
37,01FL,,Cedar Knoll Flying Ranch Airport,Geneva,Florida,US,19,28.78190041,-81.15920258,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
38,01GE,,The Farm Airport,Wrightsville,Georgia,US,375,32.67440033,-82.77110291,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
39,01IA,,Stender Airport,Maysville,Iowa,US,725,41.66109848,-90.74130249,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
40,01ID,,Lava Hot Springs Airport,Lava Hot Springs,Idaho,US,5268,42.60820007,-112.0319977,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
41,01II,,Myers Field,Lizton,Indiana,US,950,39.88499832,-86.50669861,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
42,01IS,,William E. Koenig Airport,Dow,Illinois,US,670,39.01620102,-90.31819916,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
43,01KS,,Flying N Ranch Airport,Lost Springs,Kansas,US,1485,38.54059982,-97.00330353,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
44,01LA,,Barham Airport,Oak Ridge,Louisiana,US,90,32.63899994,-91.7736969,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
45,01LL,,Schumaier Restricted Landing Area,Pinckneyville,Illinois,US,555,38.12580109,-89.46389771,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
46,01LS,,Country Breeze Airport,Slaughter,Louisiana,US,125,30.70599937,-91.07740021,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
47,01MT,,Crystal Lakes Resort Airport,Fortine,Montana,US,3141,48.78910065,-114.8799973,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
48,01NC,,Topsail Airpark,Holly Ridge,North Carolina,US,65,34.47529984,-77.58139801,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
49,01NE,,Detour Airport,Wellfleet,Nebraska,US,3000,40.84360123,-100.6529999,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
50,01NH,,Moore Airfield,Enfield,New Hampshire,US,835,43.64450073,-72.08699799,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
51,01NM,,Champion Ranch Airport,Artesia,New Mexico,US,3630,33.008611,-104.540278,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
52,01NV,,Lantana Ranch Airport,Yerington,Nevada,US,4600,38.76390076,-119.0270004,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
53,01OK,,Lawrence Airport,Eakly,Oklahoma,US,1525,35.29449844,-98.6364975,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
54,01OR,,Red & White Flying Service Airport,Silver Lake,Oregon,US,4346,43.11930084,-121.0449982,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
55,01PN,,Bierly(Personal Use) Airport,Bellefonte,Pennsylvania,US,960,40.93059921,-77.73889923,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
56,01PS,,Nort's Resort Airport,Meshoppen,Pennsylvania,US,1040,41.59590149,-76.02960205,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
57,01SC,,York Airport,York,South Carolina,US,779,35.03210068,-81.25279999,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
58,01TE,,Smith Field,Forney,Texas,US,505,32.73759842,-96.4280014,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
59,01TN,,Colonial Air Park,Collierville,Tennessee,US,370,34.9958992,-89.73059845,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
60,01TX,,Mims Farm Ultralightport,Waxahachie,Texas,US,610,32.38759995,-96.87750244,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
61,01UT,,La Sal Junction Airport,La Sal,Utah,US,6000,38.30830002,-109.3960037,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
62,01VA,,Pickles Airport,Berryville,Virginia,US,500,39.125,-77.92500305,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
63,01WI,,Prehn Cranberry Company Airport,Tomah,Wisconsin,US,930,44.00999832,-90.3891983,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
64,01WY,,Keyhole Airport,Moorcroft,Wyoming,US,4250,44.34719849,-104.810997,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
65,02AK,,Rustic Wilderness Airport,Willow,Alaska,US,190,61.87689972,-150.0980072,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
66,02AL,,Bass Field,Foley,Alabama,US,61,30.37150002,-87.76439667,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
67,02AR,,Three Rivers Airport,Little Rock,Arkansas,US,264,34.82244492,-92.44441986,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
68,02AZ,,Winchester Farm Airstrip,Willcox,Arizona,US,4200,32.37639999,-109.9369965,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
69,02CD,,Shannon Field,Clarksdale,Mississippi,US,165,34.12960052,-90.52400208,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
70,02CL,,Conover Air Lodge Airport,Frazier Park,California,US,5160,34.76110077,-119.0589981,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
71,02CO,,Mc Cullough Airport,Monte Vista,Colorado,US,7615,37.6432991,-106.0469971,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
72,02FA,,Osborn Airfield,Groveland,Florida,US,121,28.52669907,-81.87480164,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
73,02FL,,Cuchens Airport,Defuniak Springs,Florida,US,215,30.642778,-86.123889,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
74,02GA,,Doug Bolton Field,Commerce,Georgia,US,884,34.20259857,-83.42900085,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
75,02GE,,Etowah Fields Airport,Euharlee,Georgia,US,710,34.1753006,-84.92440033,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
76,02ID,,Morgan Ranch Airport,Cascade,Idaho,US,5634,44.55550003,-115.3050003,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
77,02II,,King Ultralightport,Westfield,Indiana,US,925,40.06230164,-86.21050262,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
78,02IN,,Diamond P. Field,Muncie,Indiana,US,904,40.20890045,-85.540802,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
79,02KS,,Jmj Landing Airport,St Marys,Kansas,US,1170,39.22219849,-96.05529785,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
80,02ME,,Old Acton Airfield,Acton,Maine,US,700,43.53730011,-70.92939758,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
81,02MI,,Fairplains Airpark,Greenville,Michigan,US,850,43.15710068,-85.14849854,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
82,02MN,,Greenbush Municipal Airport,Greenbush,Minnesota,US,1070,48.68330002,-96.19200134,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
83,02MO,,Troy Airpark,Troy,Missouri,US,650,39.04999924,-91.03350067,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
84,02MS,,Watts Field,Rochdale,Mississippi,US,153,34.10010147,-90.84680176,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
85,02MT,,Barrett Field,Cascade,Montana,US,3350,47.23740005,-111.7419968,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
86,02MU,,Timber Line Airpark,Cassville,Missouri,US,1550,36.65420151,-93.79740143,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
87,02NE,,Benes Service Airport,Valparaiso,Nebraska,US,1550,41.07450104,-96.90450287,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
88,02NV,,Paiute Meadows Airport,Winnemucca,Nevada,US,4443,41.30329895,-118.5979996,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
89,02OH,,Zimmerman Airport,Fremont,Ohio,US,614,41.37639999,-83.08329773,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
90,02OI,,Murtha Airport,Conneaut,Ohio,US,950,41.80199814,-80.56539917,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
91,02OR,,Rowena Dell Airport,The Dalles,Oregon,US,705,45.68149948,-121.3160019,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
92,02PR,,Cuylers Airport,Vega Baja,Vega Baja,PR,15,18.45330048,-66.36689758,America/Puerto_Rico,2020-08-18 12:04:00,2020-08-18 12:04:00
93,02PS,,Hughes Ultralightport,Tioga,Pennsylvania,US,1700,41.90060043,-77.2303009,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
94,02SC,,Harpers Airport,Estill,South Carolina,US,111,32.75849915,-81.22480011,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
95,02TN,,Ellis Field,Murfreesboro,Tennessee,US,840,35.7806015,-86.584198,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
96,02TX,,The Palms At Kitty Hawk Airport,New Home,Texas,US,3235,33.37040329,-101.9228821,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
97,02UT,,Lucin Airport,Lucin,Utah,US,4412,41.36629868,-113.8430023,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
98,02VA,,The Greenhouse Airport,Culpeper,Virginia,US,320,38.43569946,-77.85720062,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
99,02WA,,Cawleys South Prairie Airport,South Prairie,Washington,US,690,47.15230179,-122.0940018,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
100,02WI,,Beer Airport,Hudson,Wisconsin,US,920,45.0318985,-92.65579987,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
101,02WN,,Fowler Field,Tonasket,Washington,US,2150,48.74580002,-119.3190002,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
102,02XS,,Seidel Ranch Airport,Elroy,Texas,US,510,30.14769936,-97.66280365,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
103,03AZ,,Thompson International Aviation Airport,Hereford,Arizona,US,4275,31.4333992,-110.0839996,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
104,03CO,,Kugel-Strong Airport,Platteville,Colorado,US,4950,40.21250153,-104.7440033,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
105,03FA,,Lake Persimmon Airstrip,Lake Placid,Florida,US,70,27.35309982,-81.40809631,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
106,03FD,,Tharpe Airport,Bonifay,Florida,US,115,30.8288002,-85.73100281,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
107,03IA,,East Field,Montezuma,Iowa,US,954,41.58190155,-92.46130371,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
108,03ID,,Flying Y Ranch Airport,Council,Idaho,US,3180,44.79430008,-116.5329971,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
109,03II,,Davis Field Ultralightport,Mount Vernon,Indiana,US,465,37.9620018,-87.77890015,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
110,03IL,,Wix Airport,Monee,Illinois,US,750,41.40230179,-87.8167038,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
111,03IN,,Heinzman Airport,Arcadia,Indiana,US,850,40.18000031,-86.01249695,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
112,03KY,,Flying H Farms Airport,Henderson,Kentucky,US,385,37.79169846,-87.54139709,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
113,03MA,,Hadley Airport,Hadley,Massachusetts,US,150,42.39310074,-72.55200195,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
114,03ME,,Maple Ridge Airport,Harrison,Maine,US,556,44.08420181,-70.62729645,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
115,03MN,,Nauerth Land Ranch Airport,Lakefield,Minnesota,US,1435,43.62519836,-95.22470093,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
116,03MO,,Cahoochie Airport,Urbana,Missouri,US,1010,37.8844986,-93.13159943,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
117,03MT,,Cascade Airport,Cascade,Montana,US,3580,47.27080154,-111.7220001,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
118,03MU,,Mc Donnell Airport,Archie,Missouri,US,874,38.49250031,-94.41249847,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
119,03NC,,Pilots Ridge Airport,Carolina Beach,North Carolina,US,35,34.10430145,-77.90419769,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
120,03ND,,Olafson Brothers Airport,Edinburg,North Dakota,US,1045,48.62639999,-97.82900238,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
121,03NE,,Hyde Ranch Airport,Comstock,Nebraska,US,2430,41.54639816,-99.33119965,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
122,03NV,,Llama Ranch Airport,Ruby Valley,Nevada,US,6120,40.58440018,-115.2979965,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
123,03NY,,Talmage Field,Riverhead,New York,US,95,40.95840073,-72.71679688,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
124,03OH,,Gibbs Field,Fremont,Ohio,US,580,41.41839981,-83.01740265,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
125,03OK,,Sahoma Lake Airport,Sapulpa,Oklahoma,US,890,36.04119873,-96.16139984,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
126,03OR,,Powwatka Ridge Airport,Troy,Oregon,US,3340,45.85540009,-117.4840012,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
127,03PS,,Ziggy's Field,Bellefonte,Pennsylvania,US,1050,40.84999847,-77.9056015,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
128,03TA,,Gay Hill Farm Airport,Gay Hill,Texas,US,505,30.26269913,-96.50019836,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
129,03TE,,Barronena Ranch Airport,Hebbronville,Texas,US,600,27.49110031,-98.66950226,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
130,03UT,,A Z Minerals Corporation Airport,Mexican Hat,Utah,US,5315,37.12080002,-109.9860001,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
131,03WA,,Spangle Field,Spangle,Washington,US,2440,47.40819931,-117.3720016,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
132,03WI,,Zink Airport,Berlin,Wisconsin,US,880,44.02750015,-88.88089752,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
133,03WN,,Aerostone Ranch Airport,Goldendale,Washington,US,2320,45.875,-120.6699982,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
134,03XS,,Creekside Airport,Mertzon,Texas,US,2100,31.31809998,-100.7539978,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
135,04AZ,,Chinle Airport,Chinle,Arizona,US,5515,36.15420151,-109.5510025,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
136,04CA,,Gray Butte Field,Palmdale,California,US,3020,34.56389999,-117.6750031,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
137,04CL,,Hunt's Sky Ranch Airport,Julian,California,US,2310,33.08169937,-116.4410019,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
138,04FA,,Richards Field,Homestead,Florida,US,9,25.55870056,-80.51509857,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
139,04FL,,Cross Creek Farms Airport,Ormond,Florida,US,30,29.23940086,-81.22200012,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
140,04IA,,Middlekoop Airport,Packwood,Iowa,US,801,41.0882988,-92.05460358,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
141,04ID,,Lanham Field,Emmett,Idaho,US,2343,43.87770081,-116.5370026,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
142,04II,,Turkey Run Airport,New Haven,Indiana,US,765,41.13059998,-84.99410248,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
143,04IL,,Schertz Aerial Service - Hudson Airport,Hudson,Illinois,US,755,40.63750076,-89.00700378,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
144,04IS,,Van Gorder Airport,Mansfield,Illinois,US,728,40.17860031,-88.56900024,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
145,04KY,,Natchez Trace Farm Airport,Hiseville,Kentucky,US,710,37.13510132,-85.78939819,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
146,04LL,,Brunner Airport,West Dundee,Illinois,US,750,42.13610077,-88.28759766,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
147,04ME,,Beech Hill Airport,Mercer,Maine,US,625,44.66669846,-69.89389801,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
148,04MI,,Rapids Airway Airport,Eaton Rapids,Michigan,US,880,42.53450012,-84.62830353,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
149,04MN,,Helblad Airport,Kelliher,Minnesota,US,1195,47.9858017,-94.68689728,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
150,04MO,,Airpark Private Airport,Vandalia,Missouri,US,767,39.30120087,-91.45149994,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
151,04MS,,Nick's Flying Service Inc Airport,Rolling Fork,Mississippi,US,100,32.9396019,-90.83730316,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
152,04MT,,Pluhar Airport,Cohagen,Montana,US,2715,47.13749778,-106.488095,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
153,04NE,,Mc Connell Field Airport,Sarben,Nebraska,US,3035,41.15999985,-101.2990036,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
154,04NJ,,Emmanuel Airport,Elmer,New Jersey,US,155,39.59680176,-75.23349762,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
155,04NV,,Kingston Ranch Airport,Sandy Valley,California,US,2620,35.75550079,-115.6650009,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
156,04NY,,Klaverack Airport,Hudson,New York,US,250,42.26229858,-73.69619751,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
157,04OH,,Bossow Airport,Garrettsville,Ohio,US,1080,41.24769974,-81.10070038,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
158,04OR,,Collins Landing Strip,Mitchell,Oregon,US,1500,44.74990082,-120.2009964,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
159,04TN,,Hensley Airpark,Chuckey,Tennessee,US,1430,36.18330002,-82.67890167,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
160,04TX,,Pocock Airport,China Spring,Texas,US,565,31.73220062,-97.36889648,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
161,04UT,,Navajo Mountain Airport,Navajo Mountain Trdng Post,Utah,US,6160,37.00830078,-110.7949982,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
162,04VG,,Manquin Flight Park Ultralightport,Manquin,Virginia,US,50,37.71440125,-77.21179962,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
163,04VT,,Lightning Bolt Field Airport,Cabot,Vermont,US,2156,44.40110016,-72.26360321,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
164,04WA,,Ox Meadows Airport,Spokane,Washington,US,2345,47.58179855,-117.4369965,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
165,04WI,,Dutch Gap Airstrip,Bristol,Wisconsin,US,760,42.52339935,-88.01670074,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
166,04WN,,Stillwater Creek Airport,Royal City,Washington,US,1510,46.963889,-119.641667,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
167,05AK,,Wasilla Creek Airpark,Palmer,Alaska,US,620,61.66830063,-149.1880035,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
168,05AR,,Ozark Skies Airpark,Kingston,Arkansas,US,1900,36.000633,-93.57025,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
169,05CL,,Pope Valley Airport,Pope Valley,California,US,618,38.6106987,-122.3909988,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
170,05CO,,Rancho De Aereo Airport,Mead,Colorado,US,4978,40.2149839,-104.9844228,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
171,05FA,,Melanie's Airport,Florala,Florida,US,295,30.91889954,-86.21829987,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
172,05FL,,Charlton Strip,La Belle,Florida,US,36,26.5230999,-81.40830231,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
173,05GA,,Raju Airport,Richland,Georgia,US,625,32.07139969,-84.71440125,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
174,05IA,,Spotts Field,Nora Springs,Iowa,US,1155,43.13750076,-93.06829834,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
175,05ID,,Running Creek Ranch Airport,Grangeville,Idaho,US,2969,45.91410065,-114.8359985,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
176,05II,,Reichhart Airport,New Haven,Indiana,US,795,41.02870178,-84.99720001,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
177,05IL,,Classic Landings Airport,Bonfield,Illinois,US,635,41.15670013,-88.01670074,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
