id,manufacture_code,description,category_class,engine_count,engine_type,wtc,tdesig,complex,highPerf,tailWheel,taa,simulator,createdAt,updatedAt
451,BOEING,777-200ER ,AMEL,2,Jet,H,B772,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
452,BOEING,777-300 ,AMEL,2,Jet,H,B773,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
453,BOEING,777-8 ,AMEL,2,Jet,H,B778,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
454,BOEING,777-9 ,AMEL,2,Jet,H,B779,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
455,BOEING,777-200LR ,AMEL,2,Jet,H,B77L,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
456,BOEING,777-200LR BBJ ,AMEL,2,Jet,H,B77L,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
457,BOEING,777-F ,AMEL,2,Jet,H,B77L,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
458,BOEING,BBJ (777-200LR) ,AMEL,2,Jet,H,B77L,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
459,BOEING,777-300ER ,AMEL,2,Jet,H,B77W,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
460,BOEING,777-300ER BBJ ,AMEL,2,Jet,H,B77W,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
461,BOEING,BBJ (777-300ER) ,AMEL,2,Jet,H,B77W,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
462,BOEING,787-8 BBJ ,AMEL,2,Jet,H,B788,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
463,BOEING,787-8 Dreamliner ,AMEL,2,Jet,H,B788,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
464,BOEING,BBJ (787-8) ,AMEL,2,Jet,H,B788,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
465,BOEING,Dreamliner (Srs.8) ,AMEL,2,Jet,H,B788,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
466,BOEING,787-9 BBJ ,AMEL,2,Jet,H,B789,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
467,BOEING,787-9 Dreamliner ,AMEL,2,Jet,H,B789,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
468,BOEING,BBJ (787-9) ,AMEL,2,Jet,H,B789,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
469,BOEING,Dreamliner (Srs.9) ,AMEL,2,Jet,H,B789,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
470,BOEING,787-10 Dreamliner ,AMEL,2,Jet,H,B78X,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
471,BOEING,Dreamliner (Srs.10) ,AMEL,2,Jet,H,B78X,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
472,BOEING,747-400LCF Dreamlifter,AMEL,4,Jet,H,BLCF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
473,BOEING,Dreamlifter ,AMEL,4,Jet,H,BLCF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
474,BOEING,40,ASEL,1,Piston,L,BO40,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
475,BOEING,BT7 Red Hawk,ASEL,1,Jet,M,BT7,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
476,BOEING,BTX-1 ,ASEL,1,Jet,M,BT7,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
477,BOEING,T-7 Red Hawk,ASEL,1,Jet,M,BT7,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
478,BOEING,T-7 Red Hawk,ASEL,1,Jet,M,BT7,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
479,BOEING,OC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
480,BOEING,NC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
481,BOEING,WC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
482,BOEING,OC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
483,BOEING,NC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
484,BOEING,WC-135 ,AMEL,4,Jet,H,C135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
485,BOEING,C17 Globemaster 3,AMEL,4,Jet,H,C17,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
486,BOEING,C-17 Globemaster 3,AMEL,4,Jet,H,C17,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
487,BOEING,CC-177 Globemaster 3 ,AMEL,4,Jet,H,C17,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
488,BOEING,C97 Stratofreighter,AMEL,4,Piston,M,C97,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
489,BOEING,C-97 Stratofreighter,AMEL,4,Piston,M,C97,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
490,BOEING,MD-10 ,AMEL,3,Jet,H,DC10,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
491,BOEING,MD-10 ,AMEL,3,Jet,H,DC10,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
492,BOEING,E3CF Sentry (CFM56),AMEL,4,Jet,H,E3CF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
493,BOEING,E-3A (CFM56) Sentry,AMEL,4,Jet,H,E3CF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
494,BOEING,E-3F Sentry,AMEL,4,Jet,H,E3CF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
495,BOEING,E-3D Sentry,AMEL,4,Jet,H,E3CF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
496,BOEING,E3TF Sentry (TF33),AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
497,BOEING,E-3A (TF33) Sentry,AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
498,BOEING,E-3C Sentry,AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
499,BOEING,E-3B Sentry,AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
500,BOEING,JE-3 Sentry,AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
501,BOEING,JE-3 Sentry,AMEL,4,Jet,H,E3TF,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
502,BOEING,E6 Mercury,AMEL,4,Jet,H,E6,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
503,BOEING,E-6 Mercury,AMEL,4,Jet,H,E6,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
504,BOEING,E737 Wedgetail,AMEL,2,Jet,M,E737,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
505,BOEING,737-700 Wedgetail,AMEL,2,Jet,M,E737,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
506,BOEING,737-700 AEWC ,AMEL,2,Jet,M,E737,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
507,BOEING,E-767 ,AMEL,2,Jet,H,E767,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
508,BOEING,EXPL Explorer,Helicopter-Multi,2,Turboprop/Turboshaft,L,EXPL,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
509,BOEING,MD-902 Explorer,Helicopter-Multi,2,Turboprop/Turboshaft,L,EXPL,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
510,BOEING,MD-902 Explorer,Helicopter-Multi,2,Turboprop/Turboshaft,L,EXPL,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
511,BOEING,F15 Ra'am,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
512,BOEING,F15 Eagle,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
513,BOEING,F-15 Eagle,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
514,BOEING,F-15 Ra'am,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
515,BOEING,F-15 Slam Eagle ,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
516,BOEING,Slam Eagle ,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
517,BOEING,Slam Eagle ,AMEL,2,Jet,M,F15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
518,BOEING,FA-18C Hornet ,AMEL,2,Jet,M,F18H,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
519,BOEING,FA-18D Hornet ,AMEL,2,Jet,M,F18H,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
520,BOEING,Hornet ,AMEL,2,Jet,M,F18H,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
521,BOEING,Hornet ,AMEL,2,Jet,M,F18H,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
522,BOEING,EA-18 Growler ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
523,BOEING,FA-18E Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
524,BOEING,FA-18F Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
525,BOEING,Growler ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
526,BOEING,NEA-18 Growler ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
527,BOEING,Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
528,BOEING,FA-18E Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
529,BOEING,FA-18F Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
530,BOEING,Growler ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
531,BOEING,NEA-18 Growler ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
532,BOEING,Super Hornet ,AMEL,2,Jet,M,F18S,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
533,BOEING,H47 Chinook,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
534,BOEING,CH-47 Chinook,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
535,BOEING,HH-47 ,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
536,BOEING,JCH-47 Chinook ,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
537,BOEING,MH-47 Chinook,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
538,BOEING,HH-47 ,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
539,BOEING,JCH-47 Chinook ,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
540,BOEING,MH-47 Chinook,Helicopter-Multi,2,Turboprop/Turboshaft,M,H47,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
541,BOEING,H500 Nightfox,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
542,BOEING,H500 Defender,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
543,BOEING,H500 Lifter,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
544,BOEING,MD-500 ,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
545,BOEING,MD-500 Defender,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
546,BOEING,MD-500 Nightfox,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
547,BOEING,MD-530F Lifter,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
548,BOEING,MD-530MG Defender,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
549,BOEING,MD-530MG Nightfox,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
550,BOEING,MD-500 ,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
551,BOEING,MD-500 Defender,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
552,BOEING,MD-500 Nightfox,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
553,BOEING,MD-530F Lifter,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
554,BOEING,MD-530MG Defender,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
555,BOEING,MD-530MG Nightfox,Helicopter,1,Turboprop/Turboshaft,L,H500,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
556,BOEING,H64 Saraf,Helicopter-Multi,2,Turboprop/Turboshaft,M,H64,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
557,BOEING,H64 Longbow Apache,Helicopter-Multi,2,Turboprop/Turboshaft,M,H64,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
558,BOEING,AH-64 Longbow Apache,Helicopter-Multi,2,Turboprop/Turboshaft,M,H64,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
559,BOEING,AH-64 Saraf ,Helicopter-Multi,2,Turboprop/Turboshaft,M,H64,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
560,BOEING,HAR Harrier,ASEL,1,Jet,M,HAR,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
561,BOEING,AV-8 Harrier,ASEL,1,Jet,M,HAR,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
562,BOEING,HAWK Goshawk,ASEL,1,Jet,M,HAWK,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
563,BOEING,T-45 Goshawk,ASEL,1,Jet,M,HAWK,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
564,BOEING,T-45 Goshawk,ASEL,1,Jet,M,HAWK,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
565,BOEING,K35E Stratotanker (TF33 engines),AMEL,4,Jet,H,K35E,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
566,BOEING,KC-135E Stratotanker,AMEL,4,Jet,H,K35E,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
567,BOEING,KC-135E Stratotanker,AMEL,4,Jet,H,K35E,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
568,BOEING,K35R Stratotanker (CFM56 engines),AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
569,BOEING,C-135FR Stratotanker,AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
570,BOEING,KC-135T Stratotanker,AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
571,BOEING,KC-135R Stratotanker,AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
572,BOEING,KC-135T Stratotanker,AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
573,BOEING,KC-135R Stratotanker,AMEL,4,Jet,H,K35R,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
574,BOEING,KE-3 ,AMEL,4,Jet,H,KE3,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
575,BOEING,KE-3 ,AMEL,4,Jet,H,KE3,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
576,BOEING,MD-11 ,AMEL,3,Jet,H,MD11,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
577,BOEING,MD-11 ,AMEL,3,Jet,H,MD11,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
578,BOEING,MD-520N ,Helicopter,1,Turboprop/Turboshaft,L,MD52,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
579,BOEING,MD-520N ,Helicopter,1,Turboprop/Turboshaft,L,MD52,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
580,BOEING,MD-600N ,Helicopter,1,Turboprop/Turboshaft,L,MD60,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
581,BOEING,MD-600N ,Helicopter,1,Turboprop/Turboshaft,L,MD60,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
582,BOEING,MD-81 ,AMEL,2,Jet,M,MD81,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
583,BOEING,MD-81 ,AMEL,2,Jet,M,MD81,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
584,BOEING,MD-82 ,AMEL,2,Jet,M,MD82,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
585,BOEING,MD-82 ,AMEL,2,Jet,M,MD82,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
586,BOEING,MD-83 ,AMEL,2,Jet,M,MD83,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
587,BOEING,MD-83 ,AMEL,2,Jet,M,MD83,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
588,BOEING,MD-87 ,AMEL,2,Jet,M,MD87,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
589,BOEING,MD-87 ,AMEL,2,Jet,M,MD87,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
590,BOEING,MD-88 ,AMEL,2,Jet,M,MD88,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
591,BOEING,MD-88 ,AMEL,2,Jet,M,MD88,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
592,BOEING,MD-90 ,AMEL,2,Jet,M,MD90,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
593,BOEING,MD-90 ,AMEL,2,Jet,M,MD90,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
594,BOEING,737-800 Poseidon ,AMEL,2,Jet,M,P8,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
595,BOEING,P-8 Poseidon ,AMEL,2,Jet,M,P8,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
596,BOEING,Poseidon ,AMEL,2,Jet,M,P8,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
597,BOEING,P-8 Poseidon ,AMEL,2,Jet,M,P8,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
598,BOEING,Poseidon ,AMEL,2,Jet,M,P8,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
599,BOEING,Q25 Stingray,ASEL,1,Jet,M,Q25,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
600,BOEING,MQ-25 Stingray ,ASEL,1,Jet,M,Q25,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
601,BOEING,MQ-25 Stingray ,ASEL,1,Jet,M,Q25,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
602,BOEING,TC-135 ,AMEL,4,Jet,H,R135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
603,BOEING,RC-135 ,AMEL,4,Jet,H,R135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
604,BOEING,TC-135 ,AMEL,4,Jet,H,R135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
605,BOEING,RC-135 ,AMEL,4,Jet,H,R135,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
606,BOEING,727-100RE Super 27,AMEL,3,Jet,M,R721,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
607,BOEING,Super 27 (100) ,AMEL,3,Jet,M,R721,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
608,BOEING,Super 27 (100) ,AMEL,3,Jet,M,R721,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
609,BOEING,727-200RE Super 27,AMEL,3,Jet,M,R722,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
610,BOEING,Super 27 (200) ,AMEL,3,Jet,M,R722,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
611,BOEING,Super 27 (200) ,AMEL,3,Jet,M,R722,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
612,BOEING,ST75 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
613,BOEING,75 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
614,BOEING,N2S Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
615,BOEING,PT-13 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
616,BOEING,PT-17 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
617,BOEING,PT-18 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
618,BOEING,PT-27 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
619,BOEING,N2S Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
620,BOEING,PT-13 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
621,BOEING,PT-17 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
622,BOEING,PT-18 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
623,BOEING,PT-27 Kaydet,ASEL,1,Piston,L,ST75,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
624,BOEING,X-32 ,ASEL,1,Jet,M,X32,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
625,BOEING,X-32 ,ASEL,1,Jet,M,X32,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
626,BOEING,YL15 Scout,ASEL,1,Piston,L,YL15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
627,BOEING,451 Scout,ASEL,1,Piston,L,YL15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
628,BOEING,YL-15 Scout,ASEL,1,Piston,L,YL15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
629,BOEING,YL-15 Scout,ASEL,1,Piston,L,YL15,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
630,CANADAIR,CAT Catalina,AMES,2,Piston,M,CAT,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
631,CANADAIR,A-10 Catalina,AMES,2,Piston,M,CAT,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
632,CANADAIR,CL-1 Catalina,AMES,2,Piston,M,CAT,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
633,CANADAIR,OA-10 Catalina,AMES,2,Piston,M,CAT,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
634,CANADAIR,CL-215 ,AMES,2,Piston,M,CL2P,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
635,CANADAIR,CL2T SuperScooper,AMES,2,Turboprop/Turboshaft,M,CL2T,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
636,CANADAIR,CL-215T ,AMES,2,Turboprop/Turboshaft,M,CL2T,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
637,CANADAIR,CL-415 ,AMES,2,Turboprop/Turboshaft,M,CL2T,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
638,CANADAIR,CL-415 SuperScooper,AMES,2,Turboprop/Turboshaft,M,CL2T,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
639,CANADAIR,CL41 Tutor,ASEL,1,Jet,L,CL41,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
640,CANADAIR,CL-41 Tutor,ASEL,1,Jet,L,CL41,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
641,CANADAIR,CT-114 Tutor,ASEL,1,Jet,L,CL41,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
642,CANADAIR,CL4G Guppy,AMEL,4,Turboprop/Turboshaft,M,CL4G,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
643,CANADAIR,CL-44-O Guppy,AMEL,4,Turboprop/Turboshaft,M,CL4G,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
644,CANADAIR,CL60 Challenger 600,AMEL,2,Jet,M,CL60,0,0,0,0,0,2020-08-18 23:43:00,2020-08-19 23:43:00
