20112,SASR,,Rivadavia Airport,Rivadavia,Salta,AR,679,-24.18860054,-62.88339996,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20113,SAST,TTG,General Enrique Mosconi Airport,Tartagal,Salta,AR,1472,-22.6196003,-63.79370117,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20114,SATC,CLX,Clorinda Airport,Clorinda,Formosa,AR,206,-25.3036,-57.7344,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20115,SATD,ELO,El Dorado Airport,El Dorado,Misiones,AR,685,-26.39749908,-54.5746994,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20116,SATG,OYA,Goya Airport,Goya,Corrientes,AR,128,-29.1058,-59.2189,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20117,SATI,,Bernardo De Irigoyen Airport,Bernardo de Irigoyen,Misiones,AR,2673,-26.28138924,-53.67333221,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20118,SATK,LLS,Alferez Armando Rodriguez Airport,Las Lomitas,Formosa,AR,426,-24.72139931,-60.54880142,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20119,SATM,MDX,Mercedes Airport,Mercedes,Corrientes,AR,358,-29.22139931,-58.08779907,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20120,SATO,,Obera Airport,Obera,Misiones,AR,1125,-27.51819992,-55.12419891,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20121,SATR,RCQ,Reconquista Airport,Reconquista,Santa-Fe,AR,160,-29.2103,-59.68,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20122,SATU,UZU,Curuzu Cuatia Airport,Curuzu Cuatia,Corrientes,AR,229,-29.7706,-57.9789,America/Argentina/Cordoba,2020-08-18 12:04:00,2020-08-18 12:04:00
20123,SAVA,,Piedra Del Aguila Airport,Piedra del Aguila,Rio-Negro,AR,2128,-40.19219971,-70.01000214,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20124,SAVB,EHL,El Bolson Airport,El Bolson,Rio-Negro,AR,1141,-41.94319916,-71.53230286,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20125,SAVC,CRD,General E. Mosconi Airport,Comodoro Rivadavia,Chubut,AR,189,-45.7853,-67.4655,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20126,SAVD,EMX,El Maiten Airport,El Maiten,Chubut,AR,2355,-42.02920151,-71.17250061,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20127,SAVE,EQS,Brigadier Antonio Parodi Airport,Esquel,Chubut,AR,2621,-42.90800095,-71.13950348,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20128,SAVH,LHS,Las Heras Airport,Las Heras,Santa-Cruz,AR,1082,-46.53829956,-68.96530151,America/Argentina/Rio_Gallegos,2020-08-18 12:04:00,2020-08-18 12:04:00
20129,SAVJ,IGB,Cabo F.A.A. H. R. Bordon Airport,Ingeniero Jacobacci,Rio-Negro,AR,2925,-41.32089996,-69.57489777,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20130,SAVM,,Lago Musters Airport,Sarmiento,Chubut,AR,883,-45.57777778,-69.07277778,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20131,SAVN,OES,Antoine De St Exupery Airport,San Antonio Oeste,Rio-Negro,AR,85,-40.7512,-65.0343,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20132,SAVP,,Paso De Los Indios Airport,Paso de los Indios,Chubut,AR,575,-43.86669922,-69.05000305,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20133,SAVQ,MQD,Maquinchao Airport,Maquinchao,Rio-Negro,AR,2912,-41.24309921,-68.70780182,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20134,SAVR,ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,Chubut,AR,2286,-45.0135994,-70.81220245,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20135,SAVS,SGV,Sierra Grande Airport,Sierra Grande,Rio-Negro,AR,688,-41.59170151,-65.33940125,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20136,SAVT,REL,Almirante Marco Andres Zar Airport,Rawson,Chubut,AR,141,-43.2105,-65.2703,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20137,SAVV,VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,Rio-Negro,AR,20,-40.8692,-63.0004,America/Argentina/Salta,2020-08-18 12:04:00,2020-08-18 12:04:00
20138,SAVY,PMY,El Tehuelche Airport,Puerto Madryn,Chubut,AR,427,-42.7592,-65.1027,America/Argentina/Catamarca,2020-08-18 12:04:00,2020-08-18 12:04:00
20139,SAWA,ING,Lago Argentino Airport,El Calafate,Santa-Cruz,AR,732,-50.33610153,-72.24859619,America/Argentina/Rio_Gallegos,2020-08-18 12:04:00,2020-08-18 12:04:00
20140,SAWB,,Marambio Base,Seymour Island,,AQ,760,-64.23829651,-56.63079834,Antarctica/Palmer,2020-08-18 12:04:00,2020-08-18 12:04:00
